ObjectID,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,X,Y,Latitude,Longitude,Schedule,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location
378888,Bob's Too Catering,Truck,7196000,INDIANA ST: 22ND ST to TUBBS ST (1000 - 1099),1095 INDIANA ST,4170010,4170,010,12MFF-0103,EXPIRED,Cold Truck: sandwiches: snacks: pastries: candy: cold drinks: and hot drinks,6015168.427,2103589.069,37.7569070856214,-122.390525368135,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=12MFF-0103&ExportPDF=1&Filename=12MFF-0103_schedule.pdf,,06/25/2012 12:47:30 PM,Jun 25 2012 12:41PM,1,03/15/2013 12:00:00 AM,[37.7569070994246,-122.390525368125]
429919,M M Catering,Truck,7196000,INDIANA ST: 22ND ST to TUBBS ST (1000 - 1099),1095 INDIANA ST,4170010,4170,010,13MFF-0096,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6015168.427,2103589.069,37.7569070856214,-122.390525368135,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0096&ExportPDF=1&Filename=13MFF-0096_schedule.pdf,,03/26/2013 10:19:07 AM,Mar 26 2013 10:15AM,1,03/15/2014 12:00:00 AM,[37.7569070994246,-122.390525368125]
378913,Bob's Too Catering,Truck,7197000,INDIANA ST: TUBBS ST to 23RD ST (1100 - 1199),1199 INDIANA ST,4170009,4170,009,12MFF-0103,EXPIRED,Cold Truck: sandwiches: snacks: pastries: candy: cold drinks: and hot drinks,6015209.144,2103165.749,37.7557469978734,-122.390354976285,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=12MFF-0103&ExportPDF=1&Filename=12MFF-0103_schedule.pdf,,06/25/2012 12:47:30 PM,Jun 25 2012 12:41PM,1,03/15/2013 12:00:00 AM,[37.7557470116777,-122.390354976276]
428216,Mike's Catering,Truck,7198000,INDIANA ST: 23RD ST to 25TH ST \ I-280 N ON RAMP (1200 - 1399),Assessors Block 4228/Lot080,4228080,4228,080,13MFF-0083,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,6015176.728,2102413.608,37.7536799803257,-122.390414531533,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0083&ExportPDF=1&Filename=13MFF-0083_schedule.pdf,,04/09/2013 11:43:59 AM,Mar 18 2013  8:25AM,1,03/15/2014 12:00:00 AM,[37.753679994132,-122.390414531523]
428208,Mike's Catering,Truck,7200000,INDIANA ST: 26TH ST to CESAR CHAVEZ ST (1500 - 1599),1575 INDIANA ST,4317017,4317,017,13MFF-0083,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,6015267.752,2101380.964,37.7508496068125,-122.390027615501,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0083&ExportPDF=1&Filename=13MFF-0083_schedule.pdf,,04/09/2013 11:43:59 AM,Mar 18 2013  8:25AM,1,03/15/2014 12:00:00 AM,[37.7508496206215,-122.390027615492]
434633,May Sun Kitchen,Truck,7200000,INDIANA ST: 26TH ST to CESAR CHAVEZ ST (1500 - 1599),1575 INDIANA ST,4317017,4317,017,13MFF-0100,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015267.752,2101380.964,37.7508496068125,-122.390027615501,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0100&ExportPDF=1&Filename=13MFF-0100_schedule.pdf,,04/08/2013 09:08:58 AM,Apr  5 2013  8:29AM,1,03/15/2014 12:00:00 AM,[37.7508496206215,-122.390027615492]
427960,Bach Catering,Truck,7205101,INDUSTRIAL ST: PALOU AVE to QUESADA AVE (51 - 99) -- SOUTH --,75 INDUSTRIAL ST,5332023,5332,023,13MFF-0075,APPROVED,Cold Truck: Cheeseburgers: Burgers: Chicken Bake: Chili Dogs: Hot Dogs: Corn Dogs: Cup of Noodles: Egg Muffins: Tamales: Hot Sandwiches Quesadillas: Gatorade: Juice: Soda: Mikl: Coffee: Hot Cocoa: Hot Tea: Flan: Fruits: Fruit Salad: Yogurt: Candy: Chips:  Donuts: Cookies: Granola: Muffins & Various Drinks & Pre-Packaged Snacks.,6012049.291,2097209.482,37.7392165862623,-122.400864373304,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0075&ExportPDF=1&Filename=13MFF-0075_schedule.pdf,,03/26/2013 10:05:29 AM,Mar 15 2013 11:49AM,1,03/15/2014 12:00:00 AM,[37.7392166000826,-122.400864373295]
427735,Singh Brothers Ice Cream,Truck,7223000,INGALLS ST: GEORGE CT to OAKDALE AVE (1300 - 1399),1309 INGALLS ST,4714002,4714,002,13MFF-0059,APPROVED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6017478.204,2093879.426,37.7303742378628,-122.381861878657,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0059&ExportPDF=1&Filename=13MFF-0059_schedule.pdf,,03/14/2013 10:29:49 AM,Mar 14 2013 10:25AM,1,03/15/2014 12:00:00 AM,[37.7303742516917,-122.381861878647]
427720,Singh Brothers Ice Cream,Truck,7252000,INGERSON AVE: JENNINGS ST to 03RD ST (1100 - 1199),1173 INGERSON AVE,4968035,4968,035,13MFF-0059,APPROVED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6013341.728,2090348.363,37.7204493626594,-122.395915014237,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0059&ExportPDF=1&Filename=13MFF-0059_schedule.pdf,,03/14/2013 10:29:49 AM,Mar 14 2013 10:25AM,1,03/15/2014 12:00:00 AM,[37.7204493764978,-122.395915014227]
427912,Park's Catering,Truck,7253000,INNES AVE: EARL ST to ARELIOUS WALKER DR (700 - 799),Assessors Block 4644/Lot008,4644008,4644,008,13MFF-0072,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6019956.89,2094023.408,37.7309061503597,-122.373302577485,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0072&ExportPDF=1&Filename=13MFF-0072_schedule.pdf,,04/04/2013 08:44:08 AM,Mar 15 2013 10:24AM,1,03/15/2014 12:00:00 AM,[37.730906164188,-122.373302577475]
427932,Park's Catering,Truck,7254000,INNES AVE: ARELIOUS WALKER DR to GRIFFITH ST (800 - 899),Assessors Block 4645/Lot015,4645015,4645,015,13MFF-0072,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6019359.973,2094482.884,37.7321349519222,-122.375398078567,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0072&ExportPDF=1&Filename=13MFF-0072_schedule.pdf,,04/04/2013 08:44:08 AM,Mar 15 2013 10:24AM,1,03/15/2014 12:00:00 AM,[37.7321349657494,-122.375398078558]
359599,Walt's Catering,Truck,7396000,JACKSON ST: POLK ST to VAN NESS AVE (1600 - 1699),1641 JACKSON ST,0598012,0598,012,12MFF-0037,REQUESTED,Cold Truck: Pre-packaged sandwiches: salads: snacks: fruit: candy: various beverages,6006314.727,2117197.605,37.7937777056251,-122.422111576129,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=12MFF-0037&ExportPDF=1&Filename=12MFF-0037_schedule.pdf,,,Mar  9 2012 12:10PM,1,03/15/2013 12:00:00 AM,[37.7937777193925,-122.422111576119]
427986,D & T Catering,Truck,7417000,JACKSON ST: MAPLE ST to CHERRY ST (3700 - 3799),3756 JACKSON ST,0968007,0968,007,13MFF-0077,APPROVED,Cold Truck: Pre-packaged sandwiches: Chicken Bake: Canned Soup: Chili Dog: Corn Dog: Cup of Noodles: Egg Muffins: Hamburgers: Cheeseburgers: Hot Dog: Hot sandwiches: quesadillas: Beverages: Flan: Fruits: Yogurt: Candy: Cookies: Chips: Donuts: Snacks,5996275.082,2115996.43,37.7899082322622,-122.45676253354,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0077&ExportPDF=1&Filename=13MFF-0077_schedule.pdf,,03/15/2013 12:49:35 PM,Mar 15 2013 12:46PM,1,03/15/2014 12:00:00 AM,[37.7899082460334,-122.456762533529]
331969,Golden Catering,Truck,7428000,JAMESTOWN AVE: GRIFFITH ST to CORONADO ST (800 - 850),835 JAMESTOWN AVE,4991277,4991,277,11MFF-0138,APPROVED,Cold Truck: Pre-packaged Sandwiches: Various Beverages: Salads: Snacks,6014385.405,2089134.434,37.7171741618036,-122.392222474624,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=11MFF-0138&ExportPDF=1&Filename=11MFF-0138_schedule.pdf,,03/11/2013 12:36:54 PM,Sep 19 2011  2:28PM,1,03/15/2014 12:00:00 AM,[37.7171741756453,-122.392222474614]
427722,Singh Brothers Ice Cream,Truck,7428000,JAMESTOWN AVE: GRIFFITH ST to CORONADO ST (800 - 850),800 JAMESTOWN AVE,4973034,4973,034,13MFF-0059,APPROVED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6015040.705,2088854.908,37.7164430021474,-122.389937879321,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0059&ExportPDF=1&Filename=13MFF-0059_schedule.pdf,,03/14/2013 10:29:49 AM,Mar 14 2013 10:25AM,1,03/15/2014 12:00:00 AM,[37.7164430159898,-122.389937879311]
428100,May Catering,Truck,7428000,JAMESTOWN AVE: GRIFFITH ST to CORONADO ST (800 - 850),800 JAMESTOWN AVE,4973034,4973,034,13MFF-0081,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6015040.705,2088854.908,37.7164430021474,-122.389937879321,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0081&ExportPDF=1&Filename=13MFF-0081_schedule.pdf,,03/15/2013 03:49:09 PM,Mar 15 2013  3:46PM,1,03/15/2014 12:00:00 AM,[37.7164430159898,-122.389937879311]
427731,Singh Brothers Ice Cream,Truck,7479000,JENNINGS ST: VAN DYKE AVE to WALLACE AVE (2100 - 2199),2115 JENNINGS ST,4828021,4828,021,13MFF-0059,APPROVED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6015486.282,2092591.619,37.7267279782571,-122.388658428832,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0059&ExportPDF=1&Filename=13MFF-0059_schedule.pdf,,03/14/2013 10:29:49 AM,Mar 14 2013 10:25AM,1,03/15/2014 12:00:00 AM,[37.7267279920895,-122.388658428822]
429437,Paul's Catering,Truck,7479000,JENNINGS ST: VAN DYKE AVE to WALLACE AVE (2100 - 2199),2115 JENNINGS ST,4828021,4828,021,13MFF-0095,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6015486.282,2092591.619,37.7267279782571,-122.388658428832,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0095&ExportPDF=1&Filename=13MFF-0095_schedule.pdf,,03/25/2013 01:50:03 PM,Mar 25 2013  1:45PM,1,03/15/2014 12:00:00 AM,[37.7267279920895,-122.388658428822]
445254,Tacos El Primo,Truck,7480000,JENNINGS ST: WALLACE AVE to YOSEMITE AVE (2200 - 2299),1495 WALLACE AVE,4831003,4831,003,13MFF-0105,APPROVED,Mexican food: tacos: burritos: tortas: various meat and chicken and fish plate: chile relleno plate: fish plate: bread: flan: rice pudding: bread: fruit juice: vegetable juice: coffee: tea,6015319.326,2092304.552,37.7259304950399,-122.389215559421,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0105&ExportPDF=1&Filename=13MFF-0105_schedule.pdf,,05/06/2013 10:53:52 AM,May  6 2013 10:50AM,1,03/15/2014 12:00:00 AM,[37.7259305088731,-122.389215559411]
427724,Singh Brothers Ice Cream,Truck,7492000,JENNINGS ST: KEY AVE to LE CONTE AVE (3400 - 3499),3444 JENNINGS ST,4995005,4995,005,13MFF-0059,APPROVED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6013111.658,2089651.112,37.7185220485664,-122.396661444417,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0059&ExportPDF=1&Filename=13MFF-0059_schedule.pdf,,03/14/2013 10:29:49 AM,Mar 14 2013 10:25AM,1,03/15/2014 12:00:00 AM,[37.7185220624068,-122.396661444407]
453013,Taco's Santana,Truck,7498000,JERROLD AVE: PHELPS ST to QUINT ST (1700 - 1799),1700 JERROLD AVE,5262009,5262,009,13MFF-0112,REQUESTED,Tacos: Burritos : Tortas: Quesadillas & Beverages,6014746.675,2098348.869,37.7424951959228,-122.391617595098,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0112&ExportPDF=1&Filename=13MFF-0112_schedule.pdf,,,Jun  5 2013 11:18AM,1,03/15/2014 12:00:00 AM,[37.7424952097399,-122.391617595088]
378901,Bob's Too Catering,Truck,7499000,JERROLD AVE: QUINT ST to END (1800 - 1899),1800 JERROLD AVE,5262009,5262,009,12MFF-0103,EXPIRED,Cold Truck: sandwiches: snacks: pastries: candy: cold drinks: and hot drinks,6014746.675,2098348.869,37.7424951959228,-122.391617595098,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=12MFF-0103&ExportPDF=1&Filename=12MFF-0103_schedule.pdf,,06/25/2012 12:47:30 PM,Jun 25 2012 12:41PM,1,03/15/2013 12:00:00 AM,[37.7424952097399,-122.391617595088]
453014,Taco's Santana,Truck,7501000,JERROLD AVE: TOLAND ST to UPTON ST (2100 - 2230),2142 JERROLD AVE,5230011,5230,011,13MFF-0112,REQUESTED,Tacos: Burritos : Tortas: Quesadillas & Beverages,6012644.555,2099128.352,37.7445185826649,-122.398940846628,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0112&ExportPDF=1&Filename=13MFF-0112_schedule.pdf,,,Jun  5 2013 11:18AM,1,03/15/2014 12:00:00 AM,[37.74451859648,-122.398940846618]
428053,May Catering,Truck,7502000,JERROLD AVE: UPTON ST to NAPOLEON ST (2201 - 2299),2270 JERROLD AVE,5230008,5230,008,13MFF-0081,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6012245.5,2099714.018,37.7461044517152,-122.400361834965,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0081&ExportPDF=1&Filename=13MFF-0081_schedule.pdf,,03/15/2013 03:49:09 PM,Mar 15 2013  3:46PM,1,03/15/2014 12:00:00 AM,[37.7461044655288,-122.400361834956]
427156,Eli's Hot Dogs,Push Cart,7504000,JERROLD AVE: BARNEVELD AVE to END (2351 - 2369),101 BAY SHORE BLVD,5559018,5559,018,13MFF-0036,REQUESTED,various styles of hot dogs & sausages: chips: breakfast sandwiches: chili: soda: water:,6011376.107,2100039.012,37.7469482955131,-122.403390960313,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0036&ExportPDF=1&Filename=13MFF-0036_schedule.pdf,,,Mar 11 2013  1:48PM,1,03/15/2014 12:00:00 AM,[37.746948309326,-122.403390960303]
359586,Walt's Catering,Truck,7505000,JERROLD AVE: END to BAY SHORE BLVD \ BAY SHORE BLVD OFF RAMP \ HWY 101 N OFF RAMP \ HWY 101 N ON RAMP (2368 - 2398),2390 JERROLD AVE,4343028,4343,028,12MFF-0037,REQUESTED,Cold Truck: Pre-packaged sandwiches: salads: snacks: fruit: candy: various beverages,6011468.75,2100194.362,37.7473800269491,-122.403081532725,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=12MFF-0037&ExportPDF=1&Filename=12MFF-0037_schedule.pdf,,,Mar  9 2012 12:10PM,1,03/15/2013 12:00:00 AM,[37.7473800407615,-122.403081532715]
437221,Natan's Catering,Truck,7727000,KANSAS ST: 16TH ST to 17TH ST (300 - 399),350 KANSAS ST,3958001D,3958,001D,13MFF-0102,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6011363.148,2106748.619,37.7653706693171,-122.403907848212,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,,04/12/2013 02:43:48 PM,Apr 12 2013  2:33PM,1,03/15/2014 12:00:00 AM,[37.7653706831121,-122.403907848202]
427827,Mini Mobile Food Catering,Truck,7740000,KANSAS ST: CESAR CHAVEZ ST to MARIN ST (1600 - 1699),Assessors Block 4341/Lot001,4341001,4341,001,13MFF-0063,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,6011939.508,2100756.7,37.7489503634271,-122.401493189708,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0063&ExportPDF=1&Filename=13MFF-0063_schedule.pdf,,03/19/2013 02:01:19 PM,Mar 14 2013  2:35PM,1,03/15/2014 12:00:00 AM,[37.7489503772379,-122.401493189698]
427723,Singh Brothers Ice Cream,Truck,7819000,KEY AVE: JENNINGS ST to 03RD ST (1000 - 1068),1060 KEY AVE,4994002,4994,002,13MFF-0059,APPROVED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6013314.667,2089893.982,37.7192002177133,-122.395976731096,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0059&ExportPDF=1&Filename=13MFF-0059_schedule.pdf,,03/14/2013 10:29:49 AM,Mar 14 2013 10:25AM,1,03/15/2014 12:00:00 AM,[37.719200231553,-122.395976731086]
438419,Steve's Mobile Deli,Truck,7832101,KING ST: 02ND ST to 03RD ST (101 - 199) -- SOUTH --,145 KING ST,3794003C,3794,003C,13MFF-0104,APPROVED,Cold Truck: Pre-packaged sandwiches: Burgers: Hot Dogs: Muffin Sandwiches: Enchiladas: Bagels: Burritos: Salads: Snacks: Beverages,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0104&ExportPDF=1&Filename=13MFF-0104_schedule.pdf,,06/11/2013 01:06:30 PM,Apr 18 2013  9:15AM,1,03/15/2014 12:00:00 AM,
427843,Kara's Cupcakes,Truck,7832201,KING ST: 02ND ST to 03RD ST (100 - 198) -- NORTH --,118 KING ST,3794010,3794,010,13MFF-0064,APPROVED,Cupcakes,6015306.857,2111936.992,37.7798363328837,-122.390629949741,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0064&ExportPDF=1&Filename=13MFF-0064_schedule.pdf,,03/14/2013 04:30:20 PM,Mar 14 2013  2:41PM,0,03/15/2014 12:00:00 AM,[37.7798363466647,-122.390629949731]
342223,YUMMY Kabobs,Push Cart,7833101,KING ST: 03RD ST to 04TH ST (201 - 299) -- SOUTH --,207 KING ST,8706300,8706,300,11MFF-0190,REQUESTED,Kabobs: Various Beverages,6014984.85,2111102.631,37.7775274954043,-122.391685569915,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=11MFF-0190&ExportPDF=1&Filename=11MFF-0190_schedule.pdf,,,Dec  1 2011  3:18PM,0,03/15/2012 12:00:00 AM,[37.7775275091874,-122.391685569905]
427737,Singh Brothers Ice Cream,Truck,7895000,KIRKWOOD AVE: NEWHALL ST to PHELPS ST (1600 - 1699),1698 KIRKWOOD AVE,5279027,5279,027,13MFF-0059,APPROVED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6014750.983,2097205.93,37.7393571608675,-122.391522811759,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0059&ExportPDF=1&Filename=13MFF-0059_schedule.pdf,,03/14/2013 10:29:49 AM,Mar 14 2013 10:25AM,1,03/15/2014 12:00:00 AM,[37.7393571746877,-122.391522811749]
427736,Singh Brothers Ice Cream,Truck,4938000,KISKA RD: DORMITORY RD \ KIRKWOOD AVE to REARDON RD (141 - 199),195 KISKA RD,4700052,4700,052,13MFF-0059,APPROVED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6018976.061,2093508.479,37.7294382892981,-122.376657799465,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0059&ExportPDF=1&Filename=13MFF-0059_schedule.pdf,,03/14/2013 10:29:49 AM,Mar 14 2013 10:25AM,1,03/15/2014 12:00:00 AM,[37.7294383031279,-122.376657799455]
427897,Quan Catering,Truck,8095000,LANE ST: VAN DYKE AVE to 03RD ST (2100 - 2199),2111 LANE ST,5387022,5387,022,13MFF-0071,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,6014449.984,2093362.785,37.7287879577264,-122.392294820702,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0071&ExportPDF=1&Filename=13MFF-0071_schedule.pdf,,03/29/2013 09:33:44 AM,Mar 15 2013 10:16AM,1,03/15/2014 12:00:00 AM,[37.7287879715568,-122.392294820692]
427631,Sunrise Catering,Truck,8100000,LANGTON ST: DECKER ALY to HARRISON ST (108 - 183),175 LANGTON ST,3755200,3755,200,13MFF-0058,APPROVED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,6010511.607,2110467.278,37.7755336414436,-122.407115289202,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0058&ExportPDF=1&Filename=13MFF-0058_schedule.pdf,,04/12/2013 01:54:59 PM,Mar 13 2013  2:47PM,1,03/15/2014 12:00:00 AM,[37.7755336552287,-122.407115289192]
427634,Sunrise Catering,Truck,8100000,LANGTON ST: DECKER ALY to HARRISON ST (108 - 183),171 LANGTON ST,3755117,3755,117,13MFF-0058,APPROVED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,6010485.625,2110494.318,37.7756064329553,-122.40720707415,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0058&ExportPDF=1&Filename=13MFF-0058_schedule.pdf,,04/12/2013 01:54:59 PM,Mar 13 2013  2:47PM,1,03/15/2014 12:00:00 AM,[37.7756064467403,-122.40720707414]
424620,Fish Six Restaurant Corp. dba. The Melt,Truck,8121000,LARKIN ST: GROVE ST to FULTON ST (100 - 199),100 LARKIN ST,0354001,0354,001,13MFF-0014,REQUESTED,American Fare: Sandwiches: Soups: Desserts,6008026.826,2111838.426,37.779159119969,-122.415807882427,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0014&ExportPDF=1&Filename=13MFF-0014_schedule.pdf,,,Feb 25 2013  3:20PM,0,03/15/2014 12:00:00 AM,[37.7791591337506,-122.415807882417]
427574,ARKI - The Architects Kitchen,Truck,8122000,LARKIN ST: FULTON ST to MCALLISTER ST (200 - 299),200 LARKIN ST,0353001,0353,001,13MFF-0056,APPROVED,Chicken Satay: Chicken & Donut: Sweet & Spicy Fried Chicken: Pork Belly: Veggies: Flatbreads: Biscuits & Gravy: Dessert Biscuits.,6007971.743,2112224.278,37.7802154802881,-122.416025770151,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0056&ExportPDF=1&Filename=13MFF-0056_schedule.pdf,,04/08/2013 02:12:37 PM,Mar 13 2013  1:11PM,0,03/15/2014 12:00:00 AM,[37.7802154940687,-122.416025770141]
427448,Munch A Bunch,Truck,8137000,LARKIN ST: FERN ST to BUSH ST (1127 - 1199),1144 LARKIN ST,0279012,0279,012,13MFF-0040,REQUESTED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,6007372.707,2115263.802,37.7885275753132,-122.418313685721,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0040&ExportPDF=1&Filename=13MFF-0040_schedule.pdf,,,Mar 12 2013 11:24AM,1,03/15/2014 12:00:00 AM,[37.7885275890857,-122.418313685711]
425275,Spice Affairs,Truck,8157000,LARKIN ST: NORTH POINT ST to BEACH ST (3000 - 3099),3040 LARKIN ST,0025012,0025,012,13MFF-0004,REQUESTED,Chicken Tikka Masala: Mixed Vegetables Combo Plate: Chicken Kathi Roll: Vegetarian Kathi Roll: Chicken Pakoras: Mixed Vegetable Pakoras: Mango Lassi: Chai Tea,6006466.848,2121716.492,37.8061940031945,-122.421906371675,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0004&ExportPDF=1&Filename=13MFF-0004_schedule.pdf,,,Feb  7 2013  2:16PM,0,,[37.8061940169499,-122.421906371665]
428058,May Catering,Truck,8234000,LE CONTE AVE: 03RD ST to KEITH ST (1039 - 1099),1098 LE CONTE AVE,5475016,5475,016,13MFF-0081,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6012690.947,2089990.938,37.7194317184807,-122.398139506914,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0081&ExportPDF=1&Filename=13MFF-0081_schedule.pdf,,03/15/2013 03:49:09 PM,Mar 15 2013  3:46PM,1,03/15/2014 12:00:00 AM,[37.7194317323202,-122.398139506904]
428107,May Catering,Truck,8234000,LE CONTE AVE: 03RD ST to KEITH ST (1039 - 1099),1075 LE CONTE AVE,5476009,5476,009,13MFF-0081,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6012695.887,2089756.429,37.7187880790201,-122.39810598775,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0081&ExportPDF=1&Filename=13MFF-0081_schedule.pdf,,03/15/2013 03:49:09 PM,Mar 15 2013  3:46PM,1,03/15/2014 12:00:00 AM,[37.7187880928602,-122.39810598774]
